Date,Year,Type,Type_Clean,Unit,Geography,Price
2006-01-23,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.382
2006-01-30,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.409
2006-02-06,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.41
2006-02-13,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.364
2006-02-20,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.312
2006-02-27,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.293
2006-03-06,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.353
2006-03-13,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.389
2006-03-20,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.523
2006-03-27,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.537
2006-04-03,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.63
2006-04-10,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.724
2006-04-17,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.824
2006-04-24,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.984
2006-05-01,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.03
2006-05-08,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.067
2006-05-15,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.107
2006-05-22,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.082
2006-05-29,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.042
2006-06-05,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.062
2006-06-12,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.06
2006-06-19,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.034
2006-06-26,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.02
2006-07-03,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.063
2006-07-10,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.106
2006-07-17,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.116
2006-07-24,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.112
2006-07-31,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.107
2006-08-07,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.109
2006-08-14,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.089
2006-08-21,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.021
2006-08-28,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.94
2006-09-04,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.828
2006-09-11,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.734
2006-09-18,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.616
2006-09-25,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.499
2006-10-02,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.409
2006-10-09,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.345
2006-10-16,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.291
2006-10-23,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.254
2006-10-30,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.247
2006-11-06,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.222
2006-11-13,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.266
2006-11-20,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.283
2006-11-27,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.298
2006-12-04,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.338
2006-12-11,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.348
2006-12-18,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.382
2006-12-25,2006,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.421
2007-01-01,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.414
2007-01-08,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.406
2007-01-15,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.348
2007-01-22,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.287
2007-01-29,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.261
2007-02-05,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.275
2007-02-12,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.332
2007-02-19,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.39
2007-02-26,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.477
2007-03-05,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.599
2007-03-12,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.686
2007-03-19,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.716
2007-03-26,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.755
2007-04-02,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.855
2007-04-09,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.92
2007-04-16,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.988
2007-04-23,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.988
2007-04-30,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.073
2007-05-07,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.162
2007-05-14,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.173
2007-05-21,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.233
2007-05-28,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.238
2007-06-04,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.208
2007-06-11,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.151
2007-06-18,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.083
2007-06-25,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.046
2007-07-02,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.012
2007-07-09,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.004
2007-07-16,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.055
2007-07-23,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.001
2007-07-30,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.934
2007-08-06,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.885
2007-08-13,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.813
2007-08-20,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.791
2007-08-27,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.734
2007-09-03,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.749
2007-09-10,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.773
2007-09-17,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.776
2007-09-24,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.804
2007-10-01,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.796
2007-10-08,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.789
2007-10-15,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.796
2007-10-22,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.859
2007-10-29,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.9
2007-11-05,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.025
2007-11-12,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.13
2007-11-19,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.144
2007-11-26,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.149
2007-12-03,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.128
2007-12-10,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.091
2007-12-17,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.075
2007-12-24,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.059
2007-12-31,2007,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.106
2008-01-07,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.154
2008-01-14,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.123
2008-01-21,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.072
2008-01-28,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.026
2008-02-04,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.002
2008-02-11,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.986
2008-02-18,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.056
2008-02-25,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.159
2008-03-03,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.216
2008-03-10,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.277
2008-03-17,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.34
2008-03-24,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.333
2008-03-31,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.355
2008-04-07,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.403
2008-04-14,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.469
2008-04-21,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.595
2008-04-28,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.681
2008-05-05,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.699
2008-05-12,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.781
2008-05-19,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.851
2008-05-26,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.989
2008-06-02,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,4.066
2008-06-09,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,4.165
2008-06-16,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,4.24
2008-06-23,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,4.241
2008-06-30,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,4.238
2008-07-07,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,4.247
2008-07-14,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,4.235
2008-07-21,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,4.19
2008-07-28,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,4.077
2008-08-04,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.988
2008-08-11,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.903
2008-08-18,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.813
2008-08-25,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.736
2008-09-01,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.707
2008-09-08,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.67
2008-09-15,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.766
2008-09-22,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.687
2008-09-29,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.607
2008-10-06,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.482
2008-10-13,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.239
2008-10-20,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,3.04
2008-10-27,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.797
2008-11-03,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.525
2008-11-10,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.337
2008-11-17,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.166
2008-11-24,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,1.964
2008-12-01,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,1.854
2008-12-08,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,1.738
2008-12-15,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,1.682
2008-12-22,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,1.692
2008-12-29,2008,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,1.662
2009-01-05,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,1.711
2009-01-12,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,1.808
2009-01-19,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,1.878
2009-01-26,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,1.892
2009-02-02,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,1.936
2009-02-09,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,1.986
2009-02-16,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.034
2009-02-23,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,1.995
2009-03-02,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,1.984
2009-03-09,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,1.99
2009-03-16,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,1.962
2009-03-23,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.001
2009-03-30,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.08
2009-04-06,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.092
2009-04-13,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.107
2009-04-20,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.118
2009-04-27,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.118
2009-05-04,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.147
2009-05-11,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.285
2009-05-18,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.368
2009-05-25,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.477
2009-06-01,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.57
2009-06-08,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.676
2009-06-15,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.742
2009-06-22,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.777
2009-06-29,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.744
2009-07-06,2009,Regular Reformulated Retail Gasoline Prices  (Dollars per Gallon),Regular Reformulated Retail Gasoline Prices,Dollars per Gallon,US,2.713
